iter	Passed	Remaining
1527	43807	27236
1528	43831	27205
1529	43856	27174
1530	43881	27142
1531	43907	27112
1532	43939	27085
1533	43968	27057
1534	43993	27026
1535	44019	26996
1536	44045	26965
1537	44084	26943
1538	44109	26912
1539	44140	26885
1540	44170	26857
1541	44199	26829
1542	44227	26799
1543	44252	26769
1544	44277	26738
1545	44302	26707
1546	44328	26677
1547	44356	26648
1548	44385	26619
1549	44409	26588
1550	44435	26558
1551	44460	26527
1552	44487	26497
1553	44513	26467
1554	44540	26438
1555	44565	26407
1556	44597	26380
1557	44623	26350
1558	44648	26319
1559	44673	26288
1560	44702	26260
1561	44727	26229
1562	44757	26201
1563	44782	26170
1564	44812	26142
1565	44836	26111
1566	44861	26081
1567	44886	26050
1568	44911	26019
1569	44935	25988
1570	44960	25957
1571	44985	25926
1572	45022	25903
1573	45060	25879
1574	45085	25848
1575	45112	25819
1576	45136	25788
1577	45162	25758
1578	45187	25727
1579	45211	25696
1580	45240	25667
1581	45264	25636
1582	45289	25605
1583	45320	25578
1584	45345	25548
1585	45370	25517
1586	45395	25486
1587	45419	25455
1588	45450	25428
1589	45477	25398
1590	45503	25368
1591	45535	25341
1592	45559	25311
1593	45584	25280
1594	45610	25250
1595	45635	25219
1596	45668	25193
1597	45693	25162
1598	45718	25132
1599	45751	25105
1600	45776	25075
1601	45802	25045
1602	45826	25014
1603	45851	24984
1604	45880	24955
1605	45905	24925
1606	45937	24898
1607	45962	24867
1608	45988	24837
1609	46018	24809
1610	46049	24782
1611	46079	24754
1612	46104	24724
1613	46130	24694
1614	46162	24667
1615	46187	24636
1616	46213	24607
1617	46238	24576
1618	46264	24546
1619	46295	24519
1620	46320	24488
1621	46344	24458
1622	46371	24428
1623	46398	24399
1624	46424	24369
1625	46450	24339
1626	46475	24309
1627	46504	24280
1628	46530	24250
1629	46554	24219
1630	46584	24191
1631	46608	24161
1632	46637	24132
1633	46670	24106
1634	46762	24110
1635	46843	24109
1636	46914	24101
1637	46972	24088
1638	47060	24090
1639	47123	24079
1640	47189	24069
1641	47226	24044
1642	47255	24016
1643	47307	23999
1644	47394	23999
1645	47424	23971
1646	47450	23941
1647	47480	23913
1648	47504	23882
1649	47530	23851
1650	47556	23821
1651	47581	23790
1652	47614	23764
1653	47639	23733
1654	47665	23703
1655	47695	23675
1656	47720	23644
1657	47745	23613
1658	47770	23583
1659	47795	23552
1660	47825	23524
